id,title,date,country,artist_name
95091e40-8397-44af-9498-0ecd719c4c64,The Silver Collection,1990-03-24,GB,Dusty Springfield
95091e40-8397-44af-9498-0ecd719c4c64,The Silver Collection,1990-03-24,GB,Dusty Springfield
ee6b2815-ad66-445a-aa12-e5943d086275,"String Quartets, op. 74: No. 1 / No. 2 / No. 3 ""Rider""",1991-03-24,DE,Joseph Haydn
ee6b2815-ad66-445a-aa12-e5943d086275,"String Quartets, op. 74: No. 1 / No. 2 / No. 3 ""Rider""",1991-03-24,DE,Kodály Quartet
9b6cba37-bf92-40b9-879b-0c16c981170b,Aniversário do tatu,1991-03-24,BR,Sandy & Junior
9b6cba37-bf92-40b9-879b-0c16c981170b,Aniversário do tatu,1991-03-24,BR,Sandy & Junior
5f896658-c1dc-4ced-9364-b623557d5ec5,Violin Concertos nos. 3 & 5 / Adagio / Rondo,1991-03-24,DE,Mozart
5f896658-c1dc-4ced-9364-b623557d5ec5,Violin Concertos nos. 3 & 5 / Adagio / Rondo,1991-03-24,DE,Takako Nishizaki
5f896658-c1dc-4ced-9364-b623557d5ec5,Violin Concertos nos. 3 & 5 / Adagio / Rondo,1991-03-24,DE,Capella Istropolitana
5f896658-c1dc-4ced-9364-b623557d5ec5,Violin Concertos nos. 3 & 5 / Adagio / Rondo,1991-03-24,DE,Stephen Gunzenhauser
d3ad3a7b-e96b-4b45-b1b3-c35e7ea7869e,Songs Without Words II,1991-03-24,US,Mendelssohn
d3ad3a7b-e96b-4b45-b1b3-c35e7ea7869e,Songs Without Words II,1991-03-24,US,Péter Nagy
5f896658-c1dc-4ced-9364-b623557d5ec5,Violin Concertos nos. 3 & 5 / Adagio / Rondo,1991-03-24,DE,Mozart
5f896658-c1dc-4ced-9364-b623557d5ec5,Violin Concertos nos. 3 & 5 / Adagio / Rondo,1991-03-24,DE,Takako Nishizaki
5f896658-c1dc-4ced-9364-b623557d5ec5,Violin Concertos nos. 3 & 5 / Adagio / Rondo,1991-03-24,DE,Capella Istropolitana
5f896658-c1dc-4ced-9364-b623557d5ec5,Violin Concertos nos. 3 & 5 / Adagio / Rondo,1991-03-24,DE,Stephen Gunzenhauser
d3ad3a7b-e96b-4b45-b1b3-c35e7ea7869e,Songs Without Words II,1991-03-24,US,Mendelssohn
d3ad3a7b-e96b-4b45-b1b3-c35e7ea7869e,Songs Without Words II,1991-03-24,US,Péter Nagy
5f896658-c1dc-4ced-9364-b623557d5ec5,Violin Concertos nos. 3 & 5 / Adagio / Rondo,1991-03-24,DE,Mozart
5f896658-c1dc-4ced-9364-b623557d5ec5,Violin Concertos nos. 3 & 5 / Adagio / Rondo,1991-03-24,DE,Takako Nishizaki
5f896658-c1dc-4ced-9364-b623557d5ec5,Violin Concertos nos. 3 & 5 / Adagio / Rondo,1991-03-24,DE,Capella Istropolitana
5f896658-c1dc-4ced-9364-b623557d5ec5,Violin Concertos nos. 3 & 5 / Adagio / Rondo,1991-03-24,DE,Stephen Gunzenhauser
aa16f625-ae5d-4e36-ad61-4a485fcc092a,The Madman’s Return,1992-03-24,CA,Snap!
827b4f9c-0198-41e0-aca0-ed590bb468af,The Madman’s Return,1992-03-24,DE,Snap!
67a8e620-2057-456c-ac9b-c74e095069ff,Justo a tiempo,1992-03-24,PR,Willie González
4b806d8d-95db-432d-a1bf-f180a92d6e99,"3 Years, 5 Months and 2 Days in the Life Of…",1992-03-24,US,Arrested Development
d55d2655-5361-4f7e-8166-d70ef900c256,"3 Years, 5 Months and 2 Days in the Life Of…",1992-03-24,US,Arrested Development
7d4da307-fdf5-4fde-add1-a893c0694480,Pure Gold,1992-03-24,US,Eddy Arnold
7d4da307-fdf5-4fde-add1-a893c0694480,Pure Gold,1992-03-24,US,Eddy Arnold
ab472502-7ab2-4dae-b86e-03ee9ef941e2,Enter the Center,1992-03-24,US,A.D.O.R.
a0103a29-6810-4a7d-9e9d-30384227a623,Just Another Day,1992-03-24,US,Jon Secada
a9abab89-b02e-4a51-90aa-d8a84e0cce09,Sometimes A Rose,1992-03-24,US,Ray Price
f84e8b51-65a7-400b-975b-c0ad83e65fe6,The Wind Beneath My Wings & Other Hits,1992-03-24,US,Roger Whittaker
6f946701-88a5-41b2-b43a-99247672d9af,A Windham Hill Retrospective,1992-03-24,XW,Alex de Grassi
b3a0843d-4665-42c6-b30e-35b6020f669f,Rockin’ Steady: The Best of Desmond Dekker,1992-03-24,US,Desmond Dekker
b3a0843d-4665-42c6-b30e-35b6020f669f,Rockin’ Steady: The Best of Desmond Dekker,1992-03-24,US,Desmond Dekker
